#,Thermostat,identifier,511893837731,,,,,,,,,,,,,,,,,,
#,Thermostat,name,Thermostat,,,,,,,,,,,,,,,,,,
#,Start,date,2018-11-12,,,,,,,,,,,,,,,,,,
#,End,date,2018-12-12,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Upstairs (F),Upstairs2,
2018-11-14,21:30:00,heat,heatOff,,Sleep,72,68,70.4,50,29.1,0,0,0,0,,70.4,50,1,64.4,0,
2018-11-14,21:35:00,heat,heatOff,,Sleep,72,68,70.5,50,29.1,0,0,0,0,,70.5,50,0,64.3,0,
2018-11-14,21:40:00,heat,heatOff,,Sleep,72,68,70.5,50,29.1,0,0,0,0,,70.5,50,0,64.1,0,
2018-11-14,21:45:00,heat,heatOff,,Sleep,71.8,68.2,70.6,49,29.1,0,0,0,0,,70.6,49,1,64,0,
2018-11-14,21:50:00,heat,heatOff,hold,Sleep,69.2,69.2,70.1,51,29.1,0,0,0,0,,70.4,51,1,64,1,
2018-11-14,21:55:00,heat,heatOff,hold,Sleep,69,69,69,48,29.1,0,0,0,0,,70.1,48,0,64.1,1,
2018-11-14,22:00:00,heat,heatOff,hold,Sleep,69,69,68.4,48,29.2,0,0,240,240,,69.9,48,0,64.5,1,
2018-11-14,22:05:00,heat,heatStage1On,hold,Sleep,69,69,67.7,49,29.2,0,0,300,300,,69.2,49,0,65,0,
2018-11-14,22:10:00,heat,heatStage1On,hold,Sleep,69,69,67.6,49,29.2,0,0,300,300,,68.6,49,0,66.2,0,
2018-11-14,22:15:00,heat,heatStage1On,hold,Sleep,69,69,68.1,48,29.2,0,0,300,300,,68.6,48,0,67.6,0,
2018-11-14,22:20:00,heat,heatStage1On,hold,Sleep,69,69,68.7,47,29.2,0,0,30,75,,68.7,47,0,68.8,0,
2018-11-14,22:25:00,heat,heatOff,hold,Sleep,69,69,69.3,47,29.2,0,0,0,0,,69,47,0,69.7,0,
2018-11-14,22:30:00,heat,heatOff,hold,Sleep,69,69,69.4,46,29.3,0,0,0,0,,69.3,46,1,69.6,0,
2018-11-14,22:35:00,heat,heatOff,hold,Sleep,69,69,69.2,46,29.3,0,0,0,0,,69.6,46,0,69,0,
2018-11-14,22:40:00,heat,heatOff,hold,Sleep,69,69,69.3,46,29.3,0,0,0,0,,69.9,46,0,68.7,0,
2018-11-14,22:45:00,heat,heatOff,hold,Sleep,69,69,69.4,46,29.3,0,0,0,0,,70.1,46,0,68.3,0,
2018-11-14,22:50:00,heat,heatOff,hold,Sleep,69,69,69.6,46,29.3,0,0,0,0,,70.2,46,0,68,0,
2018-11-14,22:55:00,heat,heatOff,hold,Sleep,69,69,69.9,46,29.3,0,0,0,0,,70.4,46,0,67.9,0,
2018-11-14,23:00:00,heat,heatOff,hold,Sleep,69,69,70.3,46,29.2,0,0,0,0,,70.5,46,1,67.6,0,
2018-11-14,23:05:00,heat,heatOff,hold,Sleep,69,69,70.5,44,29.2,0,0,0,0,,70.6,44,1,67.5,0,
2018-11-14,23:10:00,heat,heatOff,hold,Sleep,69,69,70.5,44,29.2,0,0,0,0,,70.5,44,0,67.3,0,
2018-11-14,23:15:00,heat,heatOff,hold,Sleep,69,69,70.4,44,29.2,0,0,0,0,,70.4,44,1,67.1,0,
2018-11-14,23:20:00,heat,heatOff,hold,Sleep,69,69,70.3,43,29.2,0,0,0,0,,70.3,43,1,67,0,
2018-11-14,23:25:00,heat,heatOff,hold,Sleep,69,69,70.2,44,29.2,0,0,0,0,,70.2,44,0,66.9,0,
2018-11-14,23:30:00,heat,heatOff,hold,Sleep,69,69,70.2,43,29.3,0,0,0,0,,70.2,43,0,66.9,0,
2018-11-14,23:35:00,heat,heatOff,hold,Sleep,69,69,70.1,43,29.3,0,0,0,0,,70.1,43,0,66.8,0,
2018-11-14,23:40:00,heat,heatOff,hold,Sleep,69,69,70.1,43,29.3,0,0,0,0,,70.1,43,0,66.6,0,
2018-11-14,23:45:00,heat,heatOff,hold,Sleep,70.9,68.9,70,44,29.3,0,0,0,0,,70,44,0,66.5,0,
2018-11-14,23:50:00,heat,heatOff,,Sleep,72,69,69.8,44,29.3,0,0,0,0,,70.1,44,0,66.4,1,
2018-11-14,23:55:00,heat,heatOff,,Sleep,72,69,69.2,44,29.3,0,0,0,0,,70.1,44,1,66.2,1,
2018-11-15,00:00:00,heat,heatOff,,Sleep,72,69,68.8,43,29.7,0,0,0,0,,70,43,1,66.2,0,
2018-11-15,00:05:00,heat,heatOff,,Sleep,72,69,68.5,44,29.7,0,0,105,105,,70,44,0,66.2,1,
2018-11-15,00:10:00,heat,heatStage1On,,Sleep,72,69,68.1,44,29.7,0,0,300,300,,69.5,44,1,66.3,1,
2018-11-15,00:15:00,heat,heatStage1On,,Sleep,72,69,67.8,44,29.7,0,0,300,300,,68.5,44,0,67.1,1,
2018-11-15,00:20:00,heat,heatStage1On,,Sleep,72,69,68.4,44,29.7,0,0,180,225,,68.2,44,0,68.7,1,
2018-11-15,00:25:00,heat,heatOff,,Sleep,72,69,69,44,29.7,0,0,0,0,,68.2,44,0,69.9,0,
2018-11-15,00:30:00,heat,heatOff,,Sleep,72,69,69.2,43,29.8,0,0,0,0,,68.4,43,0,70,0,
2018-11-15,00:35:00,heat,heatOff,,Sleep,72,69,69.1,43,29.8,0,0,0,0,,68.7,43,0,69.6,1,
2018-11-15,00:40:00,heat,heatOff,,Sleep,72,69,69,43,29.8,0,0,0,0,,68.9,43,0,69.1,1,
2018-11-15,00:45:00,heat,heatOff,,Sleep,72,69,68.8,43,29.8,0,0,0,0,,69.1,43,0,68.8,0,
2018-11-15,00:50:00,heat,heatOff,,Sleep,72,69,68.7,43,29.8,0,0,0,0,,69.2,43,0,68.5,0,
2018-11-15,00:55:00,heat,heatOff,,Sleep,72,69,68.5,43,29.8,0,0,165,165,,69.4,43,0,68.1,1,
2018-11-15,01:00:00,heat,heatStage1On,,Sleep,72,69,68.3,42,29.1,0,0,300,300,,69.1,42,0,68.1,1,
2018-11-15,01:05:00,heat,heatStage1On,,Sleep,72,69,68.8,43,29.1,0,0,120,165,,68.5,43,0,68.8,0,
2018-11-15,01:10:00,heat,heatOff,,Sleep,72,69,70,43,29.1,0,0,0,0,,68.4,43,0,70,0,
2018-11-15,01:15:00,heat,heatOff,,Sleep,72,69,70.2,43,29.1,0,0,0,0,,68.6,43,0,70.2,1,
2018-11-15,01:20:00,heat,heatOff,,Sleep,72,69,69.9,43,29.1,0,0,0,0,,68.8,43,0,69.9,1,
2018-11-15,01:25:00,heat,heatOff,,Sleep,72,69,69.5,42,29.1,0,0,0,0,,69,42,0,69.5,1,
2018-11-15,01:30:00,heat,heatOff,,Sleep,72,69,69.1,42,29.5,0,0,0,0,,69.1,42,0,69.1,1,
2018-11-15,01:35:00,heat,heatOff,,Sleep,72,69,68.7,41,29.5,0,0,0,0,,69.2,41,0,68.7,0,
2018-11-15,01:40:00,heat,heatOff,,Sleep,72,69,68.5,41,29.5,0,0,240,240,,69.1,41,0,68.5,1,
2018-11-15,01:45:00,heat,heatStage1On,,Sleep,72,69,68.6,41,29.5,0,0,90,135,,68.6,41,0,68.6,1,
2018-11-15,01:50:00,heat,heatOff,,Sleep,72,69,69.5,42,29.5,0,0,0,0,,68.2,42,0,69.5,0,
2018-11-15,01:55:00,heat,heatOff,,Sleep,72,69,69.6,43,29.5,0,0,0,0,,68.4,43,0,69.6,0,
2018-11-15,02:00:00,heat,heatOff,,Sleep,72,69,69.2,43,30.4,0,0,0,0,,68.7,43,0,69.2,0,
2018-11-15,02:05:00,heat,heatOff,,Sleep,72,69,68.9,42,30.4,0,0,0,0,,68.9,42,0,68.9,0,
2018-11-15,02:10:00,heat,heatOff,,Sleep,72,69,68.7,41,30.4,0,0,0,0,,69.1,41,0,68.7,0,
2018-11-15,02:15:00,heat,heatOff,,Sleep,72,69,68.3,41,30.4,0,0,285,285,,69,41,0,68.3,0,
2018-11-15,02:20:00,heat,heatStage1On,,Sleep,72,69,68.5,41,30.4,0,0,285,300,,68.4,41,0,68.5,0,
2018-11-15,02:25:00,heat,heatOff,,Sleep,72,69,69.5,41,30.4,0,0,0,30,,68,41,0,70.1,0,
2018-11-15,02:30:00,heat,heatOff,,Sleep,72,69,69.8,42,31,0,0,0,0,,68.1,42,0,70.8,0,
2018-11-15,02:35:00,heat,heatOff,,Sleep,72,69,69.5,42,31,0,0,0,0,,68.4,42,0,70.4,0,
2018-11-15,02:40:00,heat,heatOff,,Sleep,72,69,69.2,42,31,0,0,0,0,,68.6,42,0,69.9,0,
2018-11-15,02:45:00,heat,heatOff,,Sleep,72,69,69.1,42,31,0,0,0,0,,68.7,42,0,69.5,1,
2018-11-15,02:50:00,heat,heatOff,,Sleep,72,69,68.9,41,31,0,0,0,0,,68.8,41,0,69.1,1,
2018-11-15,02:55:00,heat,heatOff,,Sleep,72,69,68.8,40,31,0,0,0,0,,68.9,40,0,68.8,0,
2018-11-15,03:00:00,heat,heatOff,,Sleep,72,69,68.7,40,31.3,0,0,0,0,,68.9,40,0,68.6,0,
2018-11-15,03:05:00,heat,heatOff,,Sleep,72,69,68.5,40,31.3,0,0,60,60,,69,40,0,68.4,0,
2018-11-15,03:10:00,heat,heatStage1On,,Sleep,72,69,68.3,40,31.3,0,0,300,300,,68.9,40,0,68.3,0,
2018-11-15,03:15:00,heat,heatStage1On,,Sleep,72,69,68.7,41,31.3,0,0,225,270,,68.3,41,0,68.7,0,
2018-11-15,03:20:00,heat,heatOff,,Sleep,72,69,70.3,41,31.3,0,0,0,0,,68.1,41,0,70.3,0,
2018-11-15,03:25:00,heat,heatOff,,Sleep,72,69,70.6,42,31.3,0,0,0,0,,68.2,42,0,70.9,0,
2018-11-15,03:30:00,heat,heatOff,,Sleep,72,69,70,42,31.6,0,0,0,0,,68.4,42,0,70.5,1,
2018-11-15,03:35:00,heat,heatOff,,Sleep,72,69,69.7,42,31.6,0,0,0,0,,68.6,42,0,69.9,1,
2018-11-15,03:40:00,heat,heatOff,,Sleep,72,69,69.6,41,31.6,0,0,0,0,,68.7,41,0,69.6,0,
2018-11-15,03:45:00,heat,heatOff,,Sleep,72,69,69.2,40,31.6,0,0,0,0,,68.8,40,0,69.2,0,
2018-11-15,03:50:00,heat,heatOff,,Sleep,72,69,68.8,40,31.6,0,0,0,0,,68.9,40,0,68.8,0,
2018-11-15,03:55:00,heat,heatOff,,Sleep,72,69,68.6,40,31.6,0,0,135,135,,68.9,40,0,68.6,1,
2018-11-15,04:00:00,heat,heatStage1On,,Sleep,72,69,68.6,40,31.2,0,0,225,270,,68.5,40,0,68.6,1,
2018-11-15,04:05:00,heat,heatOff,,Sleep,72,69,69.4,40,31.2,0,0,0,0,,67.9,40,0,69.4,1,
2018-11-15,04:10:00,heat,heatOff,,Sleep,72,69,70,41,31.2,0,0,0,0,,68,41,0,70,0,
2018-11-15,04:15:00,heat,heatOff,,Sleep,72,69,69.7,42,31.2,0,0,0,0,,68.2,42,0,69.7,0,
2018-11-15,04:20:00,heat,heatOff,,Sleep,72,69,69.3,42,31.2,0,0,0,0,,68.5,42,0,69.3,0,
2018-11-15,04:25:00,heat,heatOff,,Sleep,72,69,69.1,41,31.2,0,0,0,0,,68.7,41,0,69.1,1,
2018-11-15,04:30:00,heat,heatOff,,Sleep,72,69,68.8,40,31.5,0,0,0,0,,68.8,40,0,68.8,1,
2018-11-15,04:35:00,heat,heatOff,,Sleep,72,69,68.6,40,31.5,0,0,75,75,,68.8,40,0,68.6,0,
2018-11-15,04:40:00,heat,heatStage1On,,Sleep,72,69,68.5,40,31.5,0,0,255,300,,68.5,40,0,68.5,0,
2018-11-15,04:45:00,heat,heatOff,,Sleep,72,69,69,40,31.5,0,0,0,0,,67.9,40,0,69,0,
2018-11-15,04:50:00,heat,heatOff,,Sleep,72,69,69.7,41,31.5,0,0,0,0,,67.8,41,0,69.7,1,
2018-11-15,04:55:00,heat,heatOff,,Sleep,72,69,69.5,41,31.5,0,0,0,0,,68,41,0,69.5,1,
2018-11-15,05:00:00,heat,heatOff,,Sleep,72,69,69.2,40,32.5,0,0,0,0,,68.1,40,0,69.2,1,
2018-11-15,05:05:00,heat,heatOff,,Sleep,72,69,68.9,40,32.5,0,0,0,0,,68.3,40,0,68.9,1,
2018-11-15,05:10:00,heat,heatOff,,Sleep,72,69,68.8,40,32.5,0,0,0,0,,68.3,40,0,68.8,1,
2018-11-15,05:15:00,heat,heatOff,,Sleep,72,69,68.5,40,32.5,0,0,105,105,,68.4,40,0,68.5,1,
2018-11-15,05:20:00,heat,heatStage1On,,Sleep,72,69,68.4,40,32.5,0,0,225,270,,68.2,40,0,68.4,1,
2018-11-15,05:25:00,heat,heatOff,,Sleep,72,69,69,40,32.5,0,0,0,0,,67.7,40,0,69,0,
2018-11-15,05:30:00,heat,heatOff,,Sleep,72,69,69.7,41,32.8,0,0,0,0,,67.7,41,0,69.7,0,
2018-11-15,05:35:00,heat,heatOff,,Sleep,72,69,69.4,41,32.8,0,0,0,0,,68,41,0,69.4,0,
2018-11-15,05:40:00,heat,heatOff,,Sleep,72,69,69.1,40,32.8,0,0,0,0,,68.1,40,0,69.1,0,
2018-11-15,05:45:00,heat,heatOff,,Sleep,72,69,68.8,40,32.8,0,0,0,0,,68.2,40,0,68.8,0,
2018-11-15,05:50:00,heat,heatOff,,Sleep,72,69,68.5,39,32.8,0,0,135,135,,68.3,39,0,68.6,0,
2018-11-15,05:55:00,heat,heatStage1On,,Sleep,72,69,68.3,39,32.8,0,0,300,300,,68,39,0,68.5,0,
2018-11-15,06:00:00,heat,heatStage1On,,Sleep,72,69,68.7,40,32.7,0,0,165,210,,67.4,40,0,69.2,0,
2018-11-15,06:05:00,heat,heatOff,,Sleep,72,69,69.5,40,32.7,0,0,0,0,,67.4,40,0,70.6,0,
2018-11-15,06:10:00,heat,heatOff,,Sleep,72,69,69.6,40,32.7,0,0,0,0,,67.6,40,0,70.9,0,
2018-11-15,06:15:00,heat,heatOff,,Sleep,72,69,69.2,40,32.7,0,0,0,0,,67.9,40,0,70.3,0,
2018-11-15,06:20:00,heat,heatOff,,Sleep,72,69,69,40,32.7,0,0,0,0,,68.1,40,0,69.9,0,
2018-11-15,06:25:00,heat,heatOff,,Sleep,72,69,68.9,40,32.7,0,0,0,0,,68.3,40,0,69.6,0,
2018-11-15,06:30:00,heat,heatOff,,Sleep,72,69,68.8,40,33,0,0,0,0,,68.4,40,0,69.3,0,
2018-11-15,06:35:00,heat,heatOff,,Sleep,72,69,68.8,39,33,0,0,0,0,,68.6,39,0,69,0,
2018-11-15,06:40:00,heat,heatOff,,Sleep,72,69,68.8,39,33,0,0,0,0,,68.7,39,0,68.9,0,
2018-11-15,06:45:00,heat,heatOff,,Sleep,72,69,68.7,39,33,0,0,0,0,,68.7,39,0,68.7,0,
2018-11-15,06:50:00,heat,heatOff,,Sleep,72,69,68.6,39,33,0,0,45,45,,68.6,39,0,68.5,0,
2018-11-15,06:55:00,heat,heatStage1On,,Sleep,72,69,68.4,38,33,0,0,300,300,,68.4,38,0,68.5,0,
2018-11-15,07:00:00,heat,heatStage1On,,Sleep,72,69,68.3,39,33.6,0,0,300,300,,67.7,39,0,68.9,0,
2018-11-15,07:05:00,heat,heatStage1On,,Sleep,72,69,68.8,40,33.6,0,0,90,135,,67.5,40,0,70.2,0,
2018-11-15,07:10:00,heat,heatOff,,Sleep,72,69,69.4,40,33.6,0,0,0,0,,67.6,40,0,71.3,0,
2018-11-15,07:15:00,heat,heatOff,,Sleep,72,69,69.5,40,33.6,0,0,0,0,,67.9,40,0,71.3,0,
2018-11-15,07:20:00,heat,heatOff,,Sleep,72,69,69.3,39,33.6,0,0,0,0,,68.1,39,0,70.7,0,
2018-11-15,07:25:00,heat,heatOff,,Sleep,73.3,68.3,69.2,39,33.6,0,0,0,0,,68.3,39,0,70.2,0,
2018-11-15,07:30:00,heat,heatOff,,Home,74,68,69.2,39,34.3,0,0,0,0,,68.4,39,0,70,0,
2018-11-15,07:35:00,heat,heatOff,,Home,74,68,69.1,39,34.3,0,0,0,0,,68.5,39,0,69.7,0,
2018-11-15,07:40:00,heat,heatOff,,Home,74,68,69,39,34.3,0,0,0,0,,68.7,39,0,69.4,0,
2018-11-15,07:45:00,heat,heatOff,,Home,74,68,69,39,34.3,0,0,0,0,,68.8,39,0,69.2,1,
2018-11-15,07:50:00,heat,heatOff,,Home,74,68,68.9,38,34.3,0,0,0,0,,68.9,38,0,69.1,1,
2018-11-15,07:55:00,heat,heatOff,,Home,74,68,68.8,38,34.3,0,0,0,0,,68.8,38,0,68.9,1,
2018-11-15,08:00:00,heat,heatOff,,Home,74,68,68.7,38,34.6,0,0,0,0,,68.7,38,0,68.8,1,
2018-11-15,08:05:00,heat,heatOff,,Home,74,68,68.6,38,34.6,0,0,0,0,,68.7,38,0,68.7,1,
2018-11-15,08:10:00,heat,heatOff,,Home,74,68,68.5,37,34.6,0,0,0,0,,68.6,37,1,68.6,1,
2018-11-15,08:15:00,heat,heatOff,,Home,74,68,68.5,37,34.6,0,0,0,0,,68.6,37,1,68.5,0,
2018-11-15,08:20:00,heat,heatOff,,Home,74,68,68.4,37,34.6,0,0,0,0,,68.7,37,1,68.4,0,
2018-11-15,08:25:00,heat,heatOff,,Home,74,68,68.4,38,34.6,0,0,0,0,,68.7,38,1,68.3,0,
2018-11-15,08:30:00,heat,heatOff,,Home,74,68,68.4,38,34.8,0,0,0,0,,68.7,38,1,68.2,0,
2018-11-15,08:35:00,heat,heatOff,,Home,74,68,68.3,38,34.8,0,0,0,0,,68.8,38,0,68,0,
2018-11-15,08:40:00,heat,heatOff,,Home,74,68,68.4,38,34.8,0,0,0,0,,68.8,38,0,68,0,
2018-11-15,08:45:00,heat,heatOff,,Home,74,68,68.3,38,34.8,0,0,0,0,,68.7,38,0,67.8,0,
2018-11-15,08:50:00,heat,heatOff,,Home,74,68,68.2,38,34.8,0,0,0,0,,68.6,38,0,67.6,0,
2018-11-15,08:55:00,heat,heatOff,,Home,74,68,68.1,38,34.8,0,0,0,0,,68.5,38,0,67.6,0,
2018-11-15,09:00:00,heat,heatOff,,Home,74,68,68.1,38,35,0,0,0,0,,68.4,38,0,67.4,0,
2018-11-15,09:05:00,heat,heatOff,,Home,74,68,67.9,38,35,0,0,0,0,,68.3,38,0,67.2,0,
2018-11-15,09:10:00,heat,heatOff,,Home,74,68,67.7,37,35,0,0,0,0,,68.2,37,1,67.2,0,
2018-11-15,09:15:00,heat,heatOff,,Home,74,68,67.7,38,35,0,0,0,0,,68.1,38,1,67.1,0,
2018-11-15,09:20:00,heat,heatOff,,Home,74,68,67.6,38,35,0,0,0,0,,68,38,1,66.9,0,
2018-11-15,09:25:00,heat,heatOff,,Home,74,68,67.7,39,35,0,0,0,0,,68.1,39,0,66.9,0,
2018-11-15,09:30:00,heat,heatOff,,Home,74,68,67.9,39,35.3,0,0,0,0,,68.1,39,1,66.9,0,
2018-11-15,09:35:00,heat,heatOff,,Home,74,68,68.2,40,35.3,0,0,0,0,,68.2,40,1,66.7,0,
2018-11-15,09:40:00,heat,heatOff,,Home,74,68,68.3,40,35.3,0,0,0,0,,68.3,40,0,66.7,0,
2018-11-15,09:45:00,heat,heatOff,,Home,74,68,68.3,40,35.3,0,0,0,0,,68.3,40,1,66.5,0,
2018-11-15,09:50:00,heat,heatOff,,Home,74,68,68.3,40,35.3,0,0,0,0,,68.3,40,0,66.5,0,
2018-11-15,09:55:00,heat,heatOff,,Home,74,68,68.2,39,35.3,0,0,0,0,,68.2,39,0,66.3,0,
2018-11-15,10:00:00,heat,heatOff,,Home,74,68,68.2,39,34.8,0,0,0,0,,68.2,39,1,66.3,0,
2018-11-15,10:05:00,heat,heatOff,,Home,74,68,68.2,39,34.8,0,0,0,0,,68.2,39,1,66.2,0,
2018-11-15,10:10:00,heat,heatOff,,Home,74,68,68.2,39,34.8,0,0,0,0,,68.2,39,1,66.2,0,
2018-11-15,10:15:00,heat,heatOff,,Home,74,68,68.1,39,34.8,0,0,0,0,,68.1,39,1,66.2,0,
2018-11-15,10:20:00,heat,heatOff,,Home,74,68,68,39,34.8,0,0,0,0,,68,39,1,66.2,0,
2018-11-15,10:25:00,heat,heatOff,,Home,74,68,67.9,39,34.8,0,0,0,0,,67.9,39,1,66,0,
2018-11-15,10:30:00,heat,heatOff,,Home,74,68,67.9,39,34.5,0,0,0,0,,67.9,39,1,66,0,
2018-11-15,10:35:00,heat,heatOff,,Home,74,68,67.8,39,34.5,0,0,0,0,,67.8,39,1,66,0,
2018-11-15,10:40:00,heat,heatOff,,Home,74,68,67.8,40,34.5,0,0,0,0,,67.8,40,1,66,0,
2018-11-15,10:45:00,heat,heatOff,,Home,74,68,67.7,39,34.5,0,0,0,0,,67.7,39,1,65.8,0,
2018-11-15,10:50:00,heat,heatOff,,Home,74,68,67.8,39,34.5,0,0,0,0,,67.8,39,1,65.8,0,
2018-11-15,10:55:00,heat,heatOff,,Home,74,68,67.9,39,34.5,0,0,0,0,,67.9,39,1,65.8,0,
2018-11-15,11:00:00,heat,heatOff,,Home,74,68,67.8,39,32.8,0,0,0,0,,67.8,39,1,65.7,0,
2018-11-15,11:05:00,heat,heatOff,,Home,74,68,67.7,39,32.8,0,0,0,0,,67.7,39,0,65.6,0,
2018-11-15,11:10:00,heat,heatOff,,Home,74,68,67.7,39,32.8,0,0,0,0,,67.7,39,0,65.6,0,
2018-11-15,11:15:00,heat,heatOff,,Home,74,68,67.6,39,32.8,0,0,0,0,,67.6,39,1,65.6,0,
2018-11-15,11:20:00,heat,heatOff,,Home,74,68,67.5,39,32.8,0,0,195,195,,67.5,39,1,65.5,0,
2018-11-15,11:25:00,heat,heatStage1On,,Home,74,68,66.8,40,32.8,0,0,300,300,,66.8,40,1,65.6,0,
2018-11-15,11:30:00,heat,heatStage1On,,Home,74,68,66.2,41,33.5,0,0,300,300,,66.2,41,1,66.6,0,
2018-11-15,11:35:00,heat,heatStage1On,,Home,74,68,66.2,42,33.5,0,0,300,300,,66.2,42,1,67.9,0,
2018-11-15,11:40:00,heat,heatStage1On,,Home,74,68,66.6,42,33.5,0,0,255,300,,66.5,42,1,69.4,1,
2018-11-15,11:45:00,heat,heatOff,,Home,74,68,67.5,41,33.5,0,0,0,0,,66.9,41,0,70.5,1,
2018-11-15,11:50:00,heat,heatOff,,Home,74,68,68.2,40,33.5,0,0,0,0,,67.3,40,1,70.5,1,
2018-11-15,11:55:00,heat,heatOff,,Home,74,68,68.5,40,33.5,0,0,0,0,,67.8,40,1,69.8,1,
2018-11-15,12:00:00,heat,heatOff,,Home,74,68,68.5,40,34.3,0,0,0,0,,68.2,40,0,69,1,
2018-11-15,12:05:00,heat,heatOff,,Home,74,68,68.5,39,34.3,0,0,0,0,,68.6,39,0,68.5,1,
2018-11-15,12:10:00,heat,heatOff,,Home,74,68,68.4,39,34.3,0,0,0,0,,68.9,39,0,68,1,
2018-11-15,12:15:00,heat,heatOff,,Home,74,68,68.3,39,34.3,0,0,0,0,,69,39,0,67.6,1,
2018-11-15,12:20:00,heat,heatOff,,Home,74,68,68.1,39,34.3,0,0,0,0,,69.1,39,0,67.3,1,
2018-11-15,12:25:00,heat,heatOff,,Home,74,68,68,39,34.3,0,0,0,0,,69.1,39,0,67,0,
2018-11-15,12:30:00,heat,heatOff,,Home,74,68,67.8,39,34.7,0,0,0,0,,69.2,39,0,66.8,0,
2018-11-15,12:35:00,heat,heatOff,,Home,74,68,67.5,38,34.7,0,0,150,150,,69.1,38,0,66.4,0,
2018-11-15,12:40:00,heat,heatStage1On,,Home,74,68,67.1,38,34.7,0,0,300,300,,68.7,38,0,66.3,0,
2018-11-15,12:45:00,heat,heatStage1On,,Home,74,68,67.2,39,34.7,0,0,225,270,,68.1,39,1,67,0,
2018-11-15,12:50:00,heat,heatOff,,Home,74,68,68.1,40,34.7,0,0,0,0,,68,40,0,68.3,0,
2018-11-15,12:55:00,heat,heatOff,,Home,74,68,68.6,40,34.7,0,0,0,0,,68.3,40,0,69.1,0,
2018-11-15,13:00:00,heat,heatOff,,Home,74,68,68.7,40,34.5,0,0,0,0,,68.7,40,0,68.8,0,
2018-11-15,13:05:00,heat,heatOff,,Home,74,68,68.8,39,34.5,0,0,0,0,,69,39,1,68.3,0,
2018-11-15,13:10:00,heat,heatOff,,Home,74,68,68.9,39,34.5,0,0,0,0,,69.2,39,1,67.8,0,
2018-11-15,13:15:00,heat,heatOff,,Home,74,68,69.2,38,34.5,0,0,0,0,,69.4,38,1,67.4,0,
2018-11-15,13:20:00,heat,heatOff,,Home,74,68,69.5,37,34.5,0,0,0,0,,69.5,37,1,67.1,0,
2018-11-15,13:25:00,heat,heatOff,,Home,74,68,69.5,37,34.5,0,0,0,0,,69.5,37,1,67,0,
2018-11-15,13:30:00,heat,heatOff,,Home,74,68,69.4,36,34.8,0,0,0,0,,69.4,36,1,66.7,0,
2018-11-15,13:35:00,heat,heatOff,,Home,74,68,69.3,37,34.8,0,0,0,0,,69.3,37,1,66.4,0,
2018-11-15,13:40:00,heat,heatOff,,Home,74,68,69.3,36,34.8,0,0,0,0,,69.3,36,1,66.2,0,
2018-11-15,13:45:00,heat,heatOff,,Home,74,68,69.2,37,34.8,0,0,0,0,,69.2,37,0,66.2,0,
2018-11-15,13:50:00,heat,heatOff,,Home,74,68,69.1,37,34.8,0,0,0,0,,69.1,37,0,65.9,0,
2018-11-15,13:55:00,heat,heatOff,,Home,74,68,69.1,37,34.8,0,0,0,0,,69.1,37,0,65.8,0,
2018-11-15,14:00:00,heat,heatOff,,Home,74,68,69.1,37,35.1,0,0,0,0,,69.1,37,0,65.6,0,
2018-11-15,14:05:00,heat,heatOff,,Home,74,68,69.1,37,35.1,0,0,0,0,,69.1,37,0,65.4,0,
2018-11-15,14:10:00,heat,heatOff,,Home,74,68,69,37,35.1,0,0,0,0,,69.1,37,1,65.4,0,
2018-11-15,14:15:00,heat,heatOff,,Home,74,68,69.1,37,35.1,0,0,0,0,,69.1,37,1,65.3,0,
2018-11-15,14:20:00,heat,heatOff,,Home,74,68,69,37,35.1,0,0,0,0,,69,37,0,65.1,0,
2018-11-15,14:25:00,heat,heatOff,,Home,74,68,68.9,37,35.1,0,0,0,0,,68.9,37,1,65.1,0,
2018-11-15,14:30:00,heat,heatOff,,Home,74,68,68.9,37,35.4,0,0,0,0,,68.9,37,1,64.9,0,
2018-11-15,14:35:00,heat,heatOff,,Home,74,68,68.9,37,35.4,0,0,0,0,,68.9,37,0,64.9,0,
2018-11-15,14:40:00,heat,heatOff,,Home,74,68,68.6,38,35.4,0,0,0,0,,68.8,38,1,64.7,1,
2018-11-15,14:45:00,heat,heatOff,,Home,74,68,68,39,35.4,0,0,0,0,,68.8,39,1,64.7,1,
2018-11-15,14:50:00,heat,heatOff,,Home,74,68,67.8,40,35.4,0,0,0,0,,69,40,1,64.8,1,
2018-11-15,14:55:00,heat,heatOff,,Home,74,68,67.8,42,35.4,0,0,0,0,,69.3,42,0,65.1,0,
2018-11-15,15:00:00,heat,heatOff,,Home,74,68,67.9,43,35.6,0,0,0,0,,69.8,43,1,65.4,0,
2018-11-15,15:05:00,heat,heatOff,,Home,74,68,67.9,44,35.6,0,0,0,0,,70.1,44,0,65.6,0,
2018-11-15,15:10:00,heat,heatOff,,Home,74,68,68,44,35.6,0,0,0,0,,70.3,44,0,65.8,0,
