#,Thermostat,identifier,5.12E+11,,,,,,,,,,,,,,,,,
#,Thermostat,name,Thermostat,,,,,,,,,,,,,,,,,
#,Start,date,2018-11-12,,,,,,,,,,,,,,,,,
#,End,date,2018-12-12,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
Date,Time,System Setting,System Mode,Calendar Event,Program Mode,Cool Set Temp (F),Heat Set Temp (F),Current Temp (F),Current Humidity (%RH),Outdoor Temp (F),Wind Speed (km/h),Cool Stage 1 (sec),Heat Stage 1 (sec),Fan (sec),DM Offset,Thermostat Temperature (F),Thermostat Humidity (%RH),Thermostat Motion,Upstairs (F),Upstairs2
2018-11-30,0:35:00,heat,heatOff,,Sleep,72,69,68.8,49,32.7,0,0,0,0,,71.5,49,0,68.8,0
2018-11-30,0:40:00,heat,heatOff,,Sleep,72,69,68.7,49,32.7,0,0,0,0,,71.6,49,0,68.7,0
2018-11-30,0:45:00,heat,heatOff,,Sleep,72,69,68.6,49,32.7,0,0,105,105,,71.6,49,0,68.6,0
2018-11-30,0:50:00,heat,heatStage1On,,Sleep,72,69,68.5,50,32.7,0,0,210,255,,71.2,50,0,68.5,0
2018-11-30,0:55:00,heat,heatOff,,Sleep,72,69,69.1,51,32.7,0,0,0,0,,70.7,51,0,69.1,0
2018-11-30,1:00:00,heat,heatOff,,Sleep,72,69,69.8,51,33.1,0,0,0,0,,70.6,51,0,69.8,0
2018-11-30,1:05:00,heat,heatOff,,Sleep,72,69,69.4,50,33.1,0,0,0,0,,70.8,50,0,69.4,0
2018-11-30,1:10:00,heat,heatOff,,Sleep,72,69,69.1,50,33.1,0,0,0,0,,70.9,50,0,69.1,0
2018-11-30,1:15:00,heat,heatOff,,Sleep,72,69,68.9,50,33.1,0,0,0,0,,71,50,0,68.9,0
2018-11-30,1:20:00,heat,heatOff,,Sleep,72,69,68.8,51,33.1,0,0,0,0,,71.1,51,0,68.8,0
2018-11-30,1:25:00,heat,heatOff,,Sleep,72,69,68.6,51,33.1,0,0,135,135,,71.1,51,0,68.6,0
2018-11-30,1:30:00,heat,heatStage1On,,Sleep,72,69,68.7,50,32.8,0,0,180,225,,70.7,50,0,68.7,0
2018-11-30,1:35:00,heat,heatOff,,Sleep,72,69,69.4,50,32.8,0,0,0,0,,70.1,50,0,69.4,0
2018-11-30,1:40:00,heat,heatOff,,Sleep,72,69,69.8,51,32.8,0,0,0,0,,70.2,51,0,69.8,0
2018-11-30,1:45:00,heat,heatOff,,Sleep,72,69,69.3,51,32.8,0,0,0,0,,70.4,51,0,69.3,0
2018-11-30,1:50:00,heat,heatOff,,Sleep,72,69,69,51,32.8,0,0,0,0,,70.7,51,0,69,0
2018-11-30,1:55:00,heat,heatOff,,Sleep,72,69,68.9,51,32.8,0,0,0,0,,70.8,51,0,68.9,0
2018-11-30,2:00:00,heat,heatOff,,Sleep,72,69,68.7,51,33.2,0,0,0,0,,70.9,51,0,68.7,0
2018-11-30,2:05:00,heat,heatOff,,Sleep,72,69,68.5,51,33.2,0,0,195,195,,70.8,51,0,68.5,0
2018-11-30,2:10:00,heat,heatStage1On,,Sleep,72,69,68.7,50,33.2,0,0,120,165,,70.3,50,0,68.7,0
2018-11-30,2:15:00,heat,heatOff,,Sleep,72,69,69.7,50,33.2,0,0,0,0,,69.9,50,0,69.7,0
2018-11-30,2:20:00,heat,heatOff,,Sleep,72,69,69.8,50,33.2,0,0,0,0,,69.9,50,0,69.8,1
2018-11-30,2:25:00,heat,heatOff,,Sleep,72,69,69.4,51,33.2,0,0,0,0,,70.1,51,0,69.4,1
2018-11-30,2:30:00,heat,heatOff,,Sleep,72,69,69,51,33,0,0,0,0,,70.3,51,0,69,0
2018-11-30,2:35:00,heat,heatOff,,Sleep,72,69,68.9,51,33,0,0,0,0,,70.5,51,0,68.9,1
2018-11-30,2:40:00,heat,heatOff,,Sleep,72,69,68.7,51,33,0,0,0,0,,70.6,51,0,68.7,1
2018-11-30,2:45:00,heat,heatOff,,Sleep,72,69,68.7,51,33,0,0,0,0,,70.8,51,0,68.7,1
2018-11-30,2:50:00,heat,heatOff,,Sleep,72,69,68.5,49,33,0,0,285,285,,70.7,49,0,68.5,0
2018-11-30,2:55:00,heat,heatStage1On,,Sleep,72,69,68.8,51,33,0,0,30,75,,70,51,0,68.8,0
2018-11-30,3:00:00,heat,heatOff,,Sleep,72,69,69.9,50,32.4,0,0,0,0,,69.7,50,0,69.9,0
2018-11-30,3:05:00,heat,heatOff,,Sleep,72,69,69.6,51,32.4,0,0,0,0,,69.8,51,0,69.6,0
2018-11-30,3:10:00,heat,heatOff,,Sleep,72,69,69.1,51,32.4,0,0,0,0,,70,51,0,69.1,0
2018-11-30,3:15:00,heat,heatOff,,Sleep,72,69,68.9,51,32.4,0,0,0,0,,70.1,51,0,68.9,0
2018-11-30,3:20:00,heat,heatOff,,Sleep,72,69,68.8,51,32.4,0,0,0,0,,70.2,51,0,68.8,0
2018-11-30,3:25:00,heat,heatOff,,Sleep,72,69,68.6,51,32.4,0,0,45,45,,70.3,51,0,68.6,0
2018-11-30,3:30:00,heat,heatStage1On,,Sleep,72,69,68.5,50,32.1,0,0,270,300,,70.2,50,0,68.5,0
2018-11-30,3:35:00,heat,heatOff,,Sleep,72,69,69.1,51,32.1,0,0,0,15,,69.6,51,0,69.1,0
2018-11-30,3:40:00,heat,heatOff,,Sleep,72,69,69.9,51,32.1,0,0,0,0,,69.5,51,0,69.9,1
2018-11-30,3:45:00,heat,heatOff,,Sleep,72,69,69.6,51,32.1,0,0,0,0,,69.8,51,0,69.6,1
2018-11-30,3:50:00,heat,heatOff,,Sleep,72,69,69.2,51,32.1,0,0,0,0,,70,51,0,69.2,1
2018-11-30,3:55:00,heat,heatOff,,Sleep,72,69,68.9,51,32.1,0,0,0,0,,70.1,51,0,68.9,0
2018-11-30,4:00:00,heat,heatOff,,Sleep,72,69,68.8,51,32.1,0,0,0,0,,70.2,51,0,68.8,0
2018-11-30,4:05:00,heat,heatOff,,Sleep,72,69,68.6,50,32.1,0,0,135,135,,70.2,50,0,68.6,0
2018-11-30,4:10:00,heat,heatStage1On,,Sleep,72,69,68.6,50,32.1,0,0,180,225,,69.9,50,0,68.6,0
2018-11-30,4:15:00,heat,heatOff,,Sleep,72,69,69.5,51,32.1,0,0,0,0,,69.3,51,0,69.5,0
2018-11-30,4:20:00,heat,heatOff,,Sleep,72,69,69.9,51,32.1,0,0,0,0,,69.3,51,0,69.9,0
2018-11-30,4:25:00,heat,heatOff,,Sleep,72,69,69.5,51,32.1,0,0,0,0,,69.5,51,0,69.5,0
2018-11-30,4:30:00,heat,heatOff,,Sleep,72,69,69.1,51,32,0,0,0,0,,69.7,51,0,69.1,0
2018-11-30,4:35:00,heat,heatOff,,Sleep,72,69,68.9,51,32,0,0,0,0,,69.9,51,0,68.9,0
2018-11-30,4:40:00,heat,heatOff,,Sleep,72,69,68.8,51,32,0,0,0,0,,70.1,51,0,68.8,0
2018-11-30,4:45:00,heat,heatOff,,Sleep,72,69,68.6,51,32,0,0,150,150,,70.2,51,0,68.6,0
2018-11-30,4:50:00,heat,heatStage1On,,Sleep,72,69,68.7,50,32,0,0,165,210,,69.9,50,0,68.7,0
2018-11-30,4:55:00,heat,heatOff,,Sleep,72,69,69.5,51,32,0,0,0,0,,69.3,51,0,69.5,0
2018-11-30,5:00:00,heat,heatOff,,Sleep,72,69,69.7,51,33,0,0,0,0,,69.3,51,0,69.7,0
2018-11-30,5:05:00,heat,heatOff,,Sleep,72,69,69.3,51,33,0,0,0,0,,69.5,51,0,69.3,0
2018-11-30,5:10:00,heat,heatOff,,Sleep,72,69,69,51,33,0,0,0,0,,69.7,51,0,69,0
2018-11-30,5:15:00,heat,heatOff,,Sleep,72,69,68.7,51,33,0,0,0,0,,69.8,51,0,68.7,0
2018-11-30,5:20:00,heat,heatOff,,Sleep,72,69,68.7,51,33,0,0,0,0,,69.9,51,0,68.7,0
2018-11-30,5:25:00,heat,heatOff,,Sleep,72,69,68.5,50,33,0,0,195,195,,69.9,50,0,68.5,0
2018-11-30,5:30:00,heat,heatStage1On,,Sleep,72,69,68.6,51,32.6,0,0,120,165,,69.4,51,0,68.6,0
2018-11-30,5:35:00,heat,heatOff,,Sleep,72,69,69.6,51,32.6,0,0,0,0,,69.1,51,0,69.6,0
2018-11-30,5:40:00,heat,heatOff,,Sleep,72,69,69.7,52,32.6,0,0,0,0,,69.2,52,0,69.7,0
2018-11-30,5:45:00,heat,heatOff,,Sleep,72,69,69.3,51,32.6,0,0,0,0,,69.5,51,0,69.3,0
2018-11-30,5:50:00,heat,heatOff,,Sleep,72,69,69,51,32.6,0,0,0,0,,69.7,51,0,69,0
2018-11-30,5:55:00,heat,heatOff,,Sleep,72,69,68.7,51,32.6,0,0,0,0,,69.9,51,0,68.7,0
2018-11-30,6:00:00,heat,heatOff,,Sleep,72,69,68.7,51,33,0,0,0,0,,69.9,51,0,68.7,0
2018-11-30,6:05:00,heat,heatOff,,Sleep,72,69,68.5,50,33,0,0,255,255,,69.8,50,0,68.5,0
2018-11-30,6:10:00,heat,heatStage1On,,Sleep,72,69,68.6,52,33,0,0,60,105,,69.2,52,0,68.6,0
2018-11-30,6:15:00,heat,heatOff,,Sleep,72,69,69.8,51,33,0,0,0,0,,69,51,0,69.8,0
2018-11-30,6:20:00,heat,heatOff,,Sleep,72,69,69.6,51,33,0,0,0,0,,69.1,51,0,69.6,0
2018-11-30,6:25:00,heat,heatOff,,Sleep,72,69,69,51,33,0,0,0,0,,69.3,51,0,69,0
2018-11-30,6:30:00,heat,heatOff,,Sleep,72,69,68.9,51,32.5,0,0,0,0,,69.4,51,0,68.9,0
2018-11-30,6:35:00,heat,heatOff,,Sleep,72,69,68.7,51,32.5,0,0,0,0,,69.6,51,0,68.7,0
2018-11-30,6:40:00,heat,heatOff,,Sleep,72,69,68.5,51,32.5,0,0,285,285,,69.7,51,0,68.5,0
2018-11-30,6:45:00,heat,heatStage1On,,Sleep,72,69,68.9,52,32.5,0,0,30,75,,69.2,52,0,68.9,0
2018-11-30,6:50:00,heat,heatOff,,Sleep,72,69,69.7,52,32.5,0,0,0,0,,69,52,0,69.7,0
2018-11-30,6:55:00,heat,heatOff,,Sleep,72,69,69.5,51,32.5,0,0,0,0,,69.2,51,0,69.5,0
2018-11-30,7:00:00,heat,heatOff,,Sleep,72,69,69.1,51,32.7,0,0,0,0,,69.4,51,0,69.1,0
2018-11-30,7:05:00,heat,heatOff,,Sleep,72,69,69.1,51,32.7,0,0,0,0,,69.5,51,0,68.9,0
2018-11-30,7:10:00,heat,heatOff,,Sleep,72,69,69.2,51,32.7,0,0,0,0,,69.7,51,0,68.8,0
2018-11-30,7:15:00,heat,heatOff,,Sleep,72,69,69.4,50,32.7,0,0,0,0,,69.8,50,0,68.7,1
2018-11-30,7:20:00,heat,heatOff,,Sleep,72,69,69.6,49,32.7,0,0,0,0,,69.8,49,0,68.5,1
2018-11-30,7:25:00,heat,heatOff,,Sleep,73.4,68.3,69.8,49,32.7,0,0,0,0,,69.9,49,1,68.3,1
2018-11-30,7:30:00,heat,heatOff,,Home,74,68,69.8,49,32.3,0,0,0,0,,69.8,49,1,68.3,0
2018-11-30,7:35:00,heat,heatOff,,Home,74,68,69.9,50,32.3,0,0,0,0,,69.9,50,0,68.1,0
2018-11-30,7:40:00,heat,heatOff,,Home,74,68,70,50,32.3,0,0,0,0,,70,50,0,68,0
2018-11-30,7:45:00,heat,heatOff,,Home,74,68,70,50,32.3,0,0,0,0,,70,50,0,67.8,0
2018-11-30,7:50:00,heat,heatOff,,Home,74,68,70.1,49,32.3,0,0,0,0,,70.1,49,0,67.8,0
2018-11-30,7:55:00,heat,heatOff,,Home,74,68,70,49,32.3,0,0,0,0,,70,49,1,67.6,0
2018-11-30,8:00:00,heat,heatOff,,Home,74,68,70,49,32.2,0,0,0,0,,70,49,1,67.6,0
2018-11-30,8:05:00,heat,heatOff,,Home,74,68,70,49,32.2,0,0,0,0,,70,49,1,67.4,0
2018-11-30,8:10:00,heat,heatOff,,Home,74,68,69.9,49,32.2,0,0,0,0,,69.9,49,1,67.2,1
2018-11-30,8:15:00,heat,heatOff,,Home,74,68,70,49,32.2,0,0,0,0,,70,49,1,67.1,1
2018-11-30,8:20:00,heat,heatOff,,Home,74,68,70.1,49,32.2,0,0,0,0,,70.1,49,1,67.1,1
2018-11-30,8:25:00,heat,heatOff,,Home,74,68,70.1,51,32.2,0,0,0,0,,70.1,51,1,67,1
2018-11-30,8:30:00,heat,heatOff,,Home,74,68,70.2,52,33.3,0,0,0,0,,70.2,52,1,66.9,0
2018-11-30,8:35:00,heat,heatOff,,Home,74,68,70.2,52,33.3,0,0,0,0,,70.2,52,0,66.9,0
2018-11-30,8:40:00,heat,heatOff,,Home,74,68,70,51,33.3,0,0,0,0,,70,51,0,66.8,0
2018-11-30,8:45:00,heat,heatOff,,Home,74,68,69.9,51,33.3,0,0,0,0,,69.9,51,0,66.7,0
2018-11-30,8:50:00,heat,heatOff,,Home,74,68,69.8,52,33.3,0,0,0,0,,69.8,52,1,66.6,0
2018-11-30,8:55:00,heat,heatOff,,Home,74,68,69.5,51,33.3,0,0,0,0,,69.5,51,1,66.5,1
2018-11-30,9:00:00,heat,heatOff,,Home,74,68,69.3,50,34.8,0,0,0,0,,69.3,50,1,66.6,1
2018-11-30,9:05:00,heat,heatOff,,Home,74,68,69.3,50,34.8,0,0,0,0,,69.3,50,1,66.7,0
2018-11-30,9:10:00,heat,heatOff,,Home,74,68,69.2,51,34.8,0,0,0,0,,69.2,51,1,66.7,1
2018-11-30,9:15:00,heat,heatOff,,Home,74,68,69.3,51,34.8,0,0,0,0,,69.3,51,1,66.7,1
2018-11-30,9:20:00,heat,heatOff,,Home,74,68,69.3,51,34.8,0,0,0,0,,69.3,51,0,66.5,0
2018-11-30,9:25:00,heat,heatOff,,Home,74,68,69.4,51,34.8,0,0,0,0,,69.4,51,0,66.5,0
2018-11-30,9:30:00,heat,heatOff,,Home,74,68,69.3,52,33.7,0,0,0,0,,69.3,52,1,66.5,0
2018-11-30,9:35:00,heat,heatOff,,Home,74,68,69.3,51,33.7,0,0,0,0,,69.3,51,0,66.5,0
2018-11-30,9:40:00,heat,heatOff,,Home,74,68,69.3,51,33.7,0,0,0,0,,69.3,51,1,66.5,0
2018-11-30,9:45:00,heat,heatOff,,Home,74,68,69.3,51,33.7,0,0,0,0,,69.3,51,0,66.5,0
2018-11-30,9:50:00,heat,heatOff,,Home,74,68,69.1,49,33.7,0,0,0,0,,69.1,49,1,66.5,0
2018-11-30,9:55:00,heat,heatOff,,Home,74,68,69,44,33.7,0,0,0,0,,69,44,1,66.3,0
2018-11-30,10:00:00,heat,heatOff,,Home,74,68,69,48,34,0,0,0,0,,69,48,1,66.3,0
2018-11-30,10:05:00,heat,heatOff,,Home,74,68,69.1,50,34,0,0,0,0,,69.1,50,1,66.3,0
2018-11-30,10:10:00,heat,heatOff,,Home,74,68,69.3,52,34,0,0,0,0,,69.3,52,1,66.3,0
2018-11-30,10:15:00,heat,heatOff,,Home,74,68,69.6,51,34,0,0,0,0,,69.6,51,0,66.3,0
2018-11-30,10:20:00,heat,heatOff,,Home,74,68,69.8,51,34,0,0,0,0,,69.8,51,0,66.3,0
2018-11-30,10:25:00,heat,heatOff,,Home,74,68,70,53,34,0,0,0,0,,70,53,0,66.4,0
2018-11-30,10:30:00,heat,heatOff,,Home,74,68,70.2,56,34,0,0,0,0,,70.2,56,0,66.5,0
2018-11-30,10:35:00,heat,heatOff,,Home,74,68,70.4,57,34,0,0,0,0,,70.4,57,1,66.5,0
2018-11-30,10:40:00,heat,heatOff,,Home,74,68,70.5,55,34,0,0,0,0,,70.5,55,0,66.5,0
2018-11-30,10:45:00,heat,heatOff,,Home,74,68,70.6,55,34,0,0,0,0,,70.6,55,1,66.6,0
2018-11-30,10:50:00,heat,heatOff,,Home,74,68,70.6,57,34,0,0,0,0,,70.6,57,1,66.8,0
2018-11-30,10:55:00,heat,heatOff,,Home,74,68,70.6,59,34,0,0,0,0,,70.6,59,1,66.9,0
2018-11-30,11:00:00,heat,heatOff,,Home,74,68,70.6,58,34.9,0,0,0,0,,70.6,58,1,66.9,0
2018-11-30,11:05:00,heat,heatOff,,Home,74,68,70.5,58,34.9,0,0,0,0,,70.5,58,1,66.9,0
2018-11-30,11:10:00,heat,heatOff,,Home,74,68,70.5,57,34.9,0,0,0,0,,70.5,57,0,66.9,0
2018-11-30,11:15:00,heat,heatOff,,Home,74,68,70.5,57,34.9,0,0,0,0,,70.5,57,0,66.9,0
2018-11-30,11:20:00,heat,heatOff,,Home,74,68,70.4,57,34.9,0,0,0,0,,70.4,57,1,66.9,0
2018-11-30,11:25:00,heat,heatOff,,Home,74,68,70.3,57,34.9,0,0,0,0,,70.3,57,1,66.9,0
2018-11-30,11:30:00,heat,heatOff,,Home,74,68,70.4,57,35,0,0,0,0,,70.4,57,1,66.9,0
2018-11-30,11:35:00,heat,heatOff,,Home,74,68,70.6,55,35,0,0,0,0,,70.6,55,1,66.9,0
2018-11-30,11:40:00,heat,heatOff,,Home,74,68,70.7,56,35,0,0,0,0,,70.7,56,0,66.9,0
2018-11-30,11:45:00,heat,heatOff,,Home,74,68,70.7,55,35,0,0,0,0,,70.7,55,1,66.9,0
2018-11-30,11:50:00,heat,heatOff,,Home,74,68,70.5,55,35,0,0,0,0,,70.5,55,1,66.9,0
2018-11-30,11:55:00,heat,heatOff,,Home,74,68,70.4,57,35,0,0,0,0,,70.4,57,1,66.9,0
2018-11-30,12:00:00,heat,heatOff,,Home,74,68,70.5,55,36.6,0,0,0,0,,70.5,55,1,66.9,0
2018-11-30,12:05:00,heat,heatOff,,Home,74,68,70.6,54,36.6,0,0,0,0,,70.6,54,0,66.9,0
2018-11-30,12:10:00,heat,heatOff,,Home,74,68,70.5,52,36.6,0,0,0,0,,70.5,52,1,66.9,0
2018-11-30,12:15:00,heat,heatOff,,Home,74,68,70.4,53,36.6,0,0,0,0,,70.4,53,1,66.9,1
2018-11-30,12:20:00,heat,heatOff,,Home,74,68,70.3,53,36.6,0,0,0,0,,70.3,53,0,66.9,1
2018-11-30,12:25:00,heat,heatOff,,Home,74,68,70.2,54,36.6,0,0,0,0,,70.2,54,1,66.9,1
2018-11-30,12:30:00,heat,heatOff,,Home,74,68,70.2,54,36.6,0,0,0,0,,70.2,54,0,66.7,0
2018-11-30,12:35:00,heat,heatOff,,Home,74,68,70.3,54,36.6,0,0,0,0,,70.3,54,0,66.5,0
2018-11-30,12:40:00,heat,heatOff,,Home,74,68,70.3,53,36.6,0,0,0,0,,70.3,53,0,66.3,0
2018-11-30,12:45:00,heat,heatOff,,Home,74,68,70.3,52,36.6,0,0,0,0,,70.3,52,0,66.2,0
2018-11-30,12:50:00,heat,heatOff,,Home,74,68,70.2,51,36.6,0,0,0,0,,70.2,51,1,66.2,0
2018-11-30,12:55:00,heat,heatOff,,Home,74,68,68.5,52,36.6,0,0,120,120,,70,52,1,66.2,0
2018-11-30,13:00:00,heat,heatStage1On,,Home,74,68,66.2,53,37.5,0,0,300,300,,69.6,53,0,66.2,1
2018-11-30,13:05:00,heat,heatStage1On,,Home,74,68,67.2,54,37.5,0,0,105,150,,68.8,54,1,67.2,1
2018-11-30,13:10:00,heat,heatOff,,Home,74,68,68.8,53,37.5,0,0,0,0,,68.5,53,1,68.8,0
2018-11-30,13:15:00,heat,heatOff,,Home,74,68,68.9,53,37.5,0,0,0,0,,68.8,53,1,69.1,1
2018-11-30,13:20:00,heat,heatOff,,Home,74,68,69.2,53,37.5,0,0,0,0,,69.2,53,0,68.6,1
2018-11-30,13:25:00,heat,heatOff,,Home,74,68,69.5,53,37.5,0,0,0,0,,69.5,53,1,68.2,1
2018-11-30,13:30:00,heat,heatOff,,Home,74,68,69.9,53,37.4,0,0,0,0,,69.9,53,1,68,1
2018-11-30,13:35:00,heat,heatOff,,Home,74,68,70.4,54,37.4,0,0,0,0,,70.4,54,0,67.7,1
2018-11-30,13:40:00,heat,heatOff,,Home,74,68,70.6,53,37.4,0,0,0,0,,70.6,53,0,67.6,0
2018-11-30,13:45:00,heat,heatOff,,Home,74,68,70.7,52,37.4,0,0,0,0,,70.7,52,0,67.4,0
2018-11-30,13:50:00,heat,heatOff,,Home,74,68,70.8,51,37.4,0,0,0,0,,70.8,51,0,67.2,0
2018-11-30,13:55:00,heat,heatOff,,Home,74,68,70.8,51,37.4,0,0,0,0,,70.8,51,0,67.2,0
2018-11-30,14:00:00,heat,heatOff,,Home,74,68,70.8,51,38.6,0,0,0,0,,70.8,51,0,67.2,0
2018-11-30,14:05:00,heat,heatOff,,Home,74,68,70.8,51,38.6,0,0,0,0,,70.8,51,1,67.2,0
2018-11-30,14:10:00,heat,heatOff,,Home,74,68,70.8,50,38.6,0,0,0,0,,70.8,50,1,67.1,0
2018-11-30,14:15:00,heat,heatOff,,Home,74,68,70.7,51,38.6,0,0,0,0,,70.7,51,1,67.1,1
2018-11-30,14:20:00,heat,heatOff,,Home,74,68,70.6,52,38.6,0,0,0,0,,70.6,52,0,67.1,1
2018-11-30,14:25:00,heat,heatOff,,Home,74,68,70.7,54,38.6,0,0,0,0,,70.7,54,1,67.2,1
2018-11-30,14:30:00,heat,heatOff,,Home,74,68,71.1,55,38.6,0,0,0,0,,71.1,55,1,67.2,0
2018-11-30,14:35:00,heat,heatOff,,Home,74,68,71.4,54,38.6,0,0,0,0,,71.4,54,0,67.4,0
2018-11-30,14:40:00,heat,heatOff,,Home,74,68,71.7,53,38.6,0,0,0,0,,71.7,53,1,67.4,0
2018-11-30,14:45:00,heat,heatOff,,Home,74,68,71.9,53,38.6,0,0,0,0,,71.9,53,1,67.6,0
2018-11-30,14:50:00,heat,heatOff,,Home,74,68,71.9,53,38.6,0,0,0,0,,71.9,53,1,67.6,0
2018-11-30,14:55:00,heat,heatOff,,Home,74,68,72,54,38.6,0,0,0,0,,72,54,0,67.6,0
2018-11-30,15:00:00,heat,heatOff,,Home,74,68,72,54,40.1,0,0,0,0,,72,54,0,67.6,0
2018-11-30,15:05:00,heat,heatOff,,Home,74,68,72,54,40.1,0,0,0,0,,72,54,1,67.6,1
2018-11-30,15:10:00,heat,heatOff,,Home,74,68,71.9,54,40.1,0,0,0,0,,71.9,54,1,67.7,1
2018-11-30,15:15:00,heat,heatOff,,Home,74,68,71.8,54,40.1,0,0,0,0,,71.8,54,0,67.6,1
2018-11-30,15:20:00,heat,heatOff,,Home,74,68,71.7,55,40.1,0,0,0,0,,71.7,55,0,67.5,0
2018-11-30,15:25:00,heat,heatOff,,Home,74,68,71.6,55,40.1,0,0,0,0,,71.6,55,0,67.4,0
2018-11-30,15:30:00,heat,heatOff,,Home,74,68,71.6,55,39.3,0,0,0,0,,71.6,55,0,67.4,0
2018-11-30,15:35:00,heat,heatOff,,Home,74,68,71.7,53,39.3,0,0,0,0,,71.7,53,0,67.4,1
2018-11-30,15:40:00,heat,heatOff,,Home,74,68,71.7,53,39.3,0,0,0,0,,71.7,53,1,67.4,1
2018-11-30,15:45:00,heat,heatOff,,Home,74,68,71.6,56,39.3,0,0,0,0,,71.6,56,1,67.3,1
2018-11-30,15:50:00,heat,heatOff,,Home,74,68,71.5,57,39.3,0,0,0,0,,71.5,57,1,67.2,1
2018-11-30,15:55:00,heat,heatOff,,Home,74,68,71.4,57,39.3,0,0,0,0,,71.4,57,0,67.2,0
2018-11-30,16:00:00,heat,heatOff,,Home,74,68,71.2,57,39.7,0,0,0,0,,71.2,57,0,67.2,0
2018-11-30,16:05:00,heat,heatOff,,Home,74,68,71.1,57,39.7,0,0,0,0,,71.1,57,0,67.2,0
2018-11-30,16:10:00,heat,heatOff,,Home,74,68,70.9,57,39.7,0,0,0,0,,70.9,57,0,67.1,0
2018-11-30,16:15:00,heat,heatOff,,Home,74,68,70.8,57,39.7,0,0,0,0,,70.8,57,0,67.1,0
2018-11-30,16:20:00,heat,heatOff,,Home,74,68,70.7,57,39.7,0,0,0,0,,70.7,57,1,66.9,0
2018-11-30,16:25:00,heat,heatOff,,Home,74,68,70.7,56,39.7,0,0,0,0,,70.7,56,1,66.9,0
2018-11-30,16:30:00,heat,heatOff,,Home,74,68,70.8,57,38.7,0,0,0,0,,70.8,57,1,66.9,0
2018-11-30,16:35:00,heat,heatOff,,Home,74,68,71.1,56,38.7,0,0,0,0,,71.1,56,1,66.9,0
2018-11-30,16:40:00,heat,heatOff,,Home,74,68,71.5,56,38.7,0,0,0,0,,71.5,56,1,66.9,0
2018-11-30,16:45:00,heat,heatOff,,Home,74,68,71.8,55,38.7,0,0,0,0,,71.8,55,1,66.9,0
2018-11-30,16:50:00,heat,heatOff,,Home,74,68,72.1,56,38.7,0,0,0,0,,72.1,56,1,66.9,0
2018-11-30,16:55:00,heat,heatOff,,Home,74,68,72.2,56,38.7,0,0,0,0,,72.2,56,0,66.9,0
2018-11-30,17:00:00,heat,heatOff,,Home,74,68,72.4,56,39.7,0,0,0,0,,72.4,56,1,66.9,0
2018-11-30,17:05:00,heat,heatOff,,Home,74,68,72.5,55,39.7,0,0,0,0,,72.5,55,1,66.9,0
2018-11-30,17:10:00,heat,heatOff,,Home,74,68,72.5,55,39.7,0,0,0,0,,72.5,55,1,67,0
2018-11-30,17:15:00,heat,heatOff,,Home,74,68,72.5,56,39.7,0,0,0,0,,72.5,56,1,67.1,0
2018-11-30,17:20:00,heat,heatOff,,Home,74,68,72.4,57,39.7,0,0,0,0,,72.4,57,1,67.1,0
2018-11-30,17:25:00,heat,heatOff,,Home,74,68,72.4,57,39.7,0,0,0,0,,72.4,57,1,67.1,0
2018-11-30,17:30:00,heat,heatOff,,Home,74,68,72.5,57,38.5,0,0,0,0,,72.5,57,1,66.9,0
2018-11-30,17:35:00,heat,heatOff,,Home,74,68,72.7,56,38.5,0,0,0,0,,72.7,56,1,66.9,0
2018-11-30,17:40:00,heat,heatOff,,Home,74,68,72.7,56,38.5,0,0,0,0,,72.7,56,0,67,0
2018-11-30,17:45:00,heat,heatOff,,Home,74,68,72.7,55,38.5,0,0,0,0,,72.7,55,1,66.9,0
2018-11-30,17:50:00,heat,heatOff,,Home,74,68,72.7,56,38.5,0,0,0,0,,72.7,56,0,66.9,0
2018-11-30,17:55:00,heat,heatOff,,Home,74,68,72.6,57,38.5,0,0,0,0,,72.6,57,1,67,0
2018-11-30,18:00:00,heat,heatOff,,Home,74,68,72.4,57,38.5,0,0,0,0,,72.4,57,1,66.9,1
2018-11-30,18:05:00,heat,heatOff,,Home,74,68,72.2,57,38.5,0,0,0,0,,72.2,57,1,66.9,1
2018-11-30,18:10:00,heat,heatOff,,Home,74,68,72,58,38.5,0,0,0,0,,72,58,1,67,1
2018-11-30,18:15:00,heat,heatOff,,Home,74,68,71.8,59,38.5,0,0,0,0,,71.8,59,0,66.9,0
2018-11-30,18:20:00,heat,heatOff,,Home,74,68,71.7,58,38.5,0,0,0,0,,71.7,58,0,66.9,0
2018-11-30,18:25:00,heat,heatOff,,Home,74,68,71.5,60,38.5,0,0,0,0,,71.5,60,0,66.9,0
2018-11-30,18:30:00,heat,heatOff,,Home,74,68,71.4,59,38.5,0,0,0,0,,71.4,59,0,66.9,0
2018-11-30,18:35:00,heat,heatOff,,Home,74,68,71.3,59,38.5,0,0,0,0,,71.3,59,0,66.8,0
2018-11-30,18:40:00,heat,heatOff,,Home,74,68,71.2,59,38.5,0,0,0,0,,71.2,59,0,66.7,0
2018-11-30,18:45:00,heat,heatOff,,Home,74,68,71.1,59,38.5,0,0,0,0,,71.1,59,0,66.6,0
2018-11-30,18:50:00,heat,heatOff,,Home,74,68,71.1,59,38.5,0,0,105,105,,71.1,59,0,66.5,0
